259,1,0,2,1,2,0,2,1,0,1,0,1,2,1,3,0,5,14,0,5,0,0,0,2,0,3,43
2,167,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,9
0,0,64,18,1,1,0,3,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,30
3,4,18,54,3,1,0,12,0,2,20,4,1,0,2,0,0,0,2,0,1,0,0,0,1,2,1,63
19,2,1,2,83,0,1,3,0,1,9,0,0,1,0,0,0,4,5,1,1,0,2,0,1,0,2,98
3,1,1,3,7,28,1,0,0,0,2,0,0,1,0,1,0,2,1,1,5,0,0,0,0,0,0,29
2,1,0,1,1,1,38,27,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,14
2,0,3,0,2,2,3,129,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,1,0,2,25
0,0,1,0,1,0,0,0,22,1,1,0,0,0,0,0,0,5,2,0,2,0,0,0,1,2,0,18
2,1,1,8,0,0,1,2,1,24,9,2,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,30
5,6,5,2,1,0,5,2,0,4,102,6,0,1,0,0,0,0,2,0,1,0,0,0,3,2,0,48
0,4,3,5,0,0,0,1,0,1,3,39,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,16
0,0,0,1,0,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
6,0,0,0,2,0,0,5,1,0,0,0,0,23,0,1,0,4,0,0,0,0,0,0,0,0,2,13
0,0,1,0,0,0,0,1,0,0,2,3,0,0,47,0,0,0,0,1,0,0,0,0,0,0,2,8
11,1,0,0,0,0,0,1,0,0,0,0,0,4,0,231,0,2,0,0,4,0,0,0,0,0,0,6
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63,4,0,0,0,1,0,0,0,1,9
2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,147,0,1,0,0,0,0,0,0,5
0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1
1,0,0,0,3,3,0,0,3,0,1,0,0,0,0,0,0,2,0,0,68,0,0,0,0,0,0,26
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,4,0,0,3,0,2,1,0,0,2,4,1,1,0,0,0,1,2,0,0,0,14,0,1,0,6,45
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2,0,0
2,0,0,2,0,0,1,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,11,58,4,16
4,0,2,1,0,0,2,6,0,0,3,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,45,16
39,19,14,34,44,12,15,94,5,6,91,15,3,3,2,5,0,7,15,2,4,0,24,0,5,13,11,1124
